"","year","trait","GEN","value"
"7600",18,"HS2","L0214",4.56167264
"7601",18,"HS2","L0837",5.42471922
"7602",18,"HS2","L1122",3.90679136
"7603",18,"HS2","L0617",5.1637772
"7604",18,"HS2","L1165",3.31186152
"7605",18,"HS2","L1202",6.65229906
"7606",18,"HS2","L1317",4.05576892
"7607",18,"HS2","L0740",4.63688109
"7608",18,"HS2","L0549",4.06999676
"7609",18,"HS2","L0746",8.0849155
"7610",18,"HS2","L0599",3.50484298
"7611",18,"HS2","L0429",5.61211106
"7612",18,"HS2","L1025",2.63860338
"7613",18,"HS2","L0657",3.36073685
"7614",18,"HS2","L0148",3.80150863
"7615",18,"HS2","L0776",5.50809832
"7616",18,"HS2","L0577",3.28551247
"7617",18,"HS2","L1139",3.24912757
"7618",18,"HS2","L0479",3.22336471
"7619",18,"HS2","L0533",4.15479617
"7620",18,"HS2","L1180",3.93121962
"7621",18,"HS2","L1242",3.11382322
"7622",18,"HS2","L0756",5.86627877
"7623",18,"HS2","L0712",7.44374376
"7624",18,"HS2","L0847",5.54729487
"7625",18,"HS2","L0615",3.75957963
"7626",18,"HS2","L0568",6.41748714
"7627",18,"HS2","L0927",3.37405006
"7628",18,"HS2","L0329",4.99486983
"7629",18,"HS2","L0960",4.08370752
"7630",18,"HS2","L0160",3.39864523
"7631",18,"HS2","L0285",2.91602017
"7632",18,"HS2","L0789",4.94163441
"7633",18,"HS2","L0218",4.23462515
"7634",18,"HS2","L0419",3.84148757
"7635",18,"HS2","L0908",2.37561515
"7636",18,"HS2","L0891",3.18789161
"7637",18,"HS2","L0662",6.80969507
"7638",18,"HS2","L0595",2.96830879
"7639",18,"HS2","L0545",3.30501688
"7640",18,"HS2","L0947",7.85823566
"7641",18,"HS2","L0821",2.53951679
"7642",18,"HS2","L1227",4.4324624
"7643",18,"HS2","L0086",4.98447702
"7644",18,"HS2","L0205",4.5471326
"7645",18,"HS2","L0619",5.61276934
"7646",18,"HS2","L1031",4.89121427
"7647",18,"HS2","L0473",6.51422554
"7648",18,"HS2","L1066",7.73715987
"7649",18,"HS2","L0970",8.13292484
"7650",18,"HS2","L0864",3.1001022
"7651",18,"HS2","L0961",4.01794418
"7652",18,"HS2","L0856",5.70518857
"7653",18,"HS2","L1059",3.53412163
"7654",18,"LD1","L0242",1.76019873
"7655",18,"LD1","L0629",1.92466746
"7656",18,"LD1","L0357",2.320264
"7657",18,"LD1","L1310",2.55864954
"7658",18,"LD1","L0882",1.78184612
"7659",18,"LD1","L0679",1.97473221
"7660",18,"LD1","L1312",2.75154171
"7661",18,"LD1","L1262",4.68572351
"7662",18,"LD1","L1369",3.13906265
"7663",18,"LD1","L0740",1.59014434
"7664",18,"LD1","L1307",1.80937755
"7665",18,"LD1","L1176",1.821772
"7666",18,"LD1","L0477",1.8974866
"7667",18,"LD1","L1347",1.55547637
"7668",18,"LD1","L1025",2.49486512
"7669",18,"LD1","L1339",0.94736765
"7670",18,"LD1","L0327",2.6991799
"7671",18,"LD1","L0038",2.35774139
"7672",18,"LD1","L0160",1.82429367
"7673",18,"LD1","L0264",5.70292592
"7674",18,"LD1","L1125",1.99226633
"7675",18,"LD1","L1023",3.33794336
"7676",18,"LD1","L1086",2.09598673
"7677",18,"LD1","L0322",2.29391618
"7678",18,"LD1","L0055",3.75981562
"7679",18,"LD1","L0608",4.62864714
"7680",18,"LD1","L0110",1.23039268
"7681",18,"LD1","L0901",5.02020613
"7682",18,"LD1","L1172",1.76364091
"7683",18,"LD1","L0832",1.63052524
"7684",18,"LD1","L0379",2.16277295
"7685",18,"LD1","L0270",4.8410039
"7686",18,"LD1","L0618",1.88189495
"7687",18,"LD1","L0511",2.36989257
"7688",18,"LD1","L0798",1.41534239
"7689",18,"LD1","L0333",1.80642821
"7690",18,"LD1","L0549",1.54022457
"7691",18,"LD1","L0623",2.63292408
"7692",18,"LD1","L1216",0.73257236
"7693",18,"LD1","L0228",1.71750814
"7694",18,"LD1","L0452",2.23829633
"7695",18,"LD1","L0930",2.96741775
"7696",18,"LD1","L0094",1.97903528
"7697",18,"LD1","L0858",2.11491497
"7698",18,"LD1","L0261",2.40556192
"7699",18,"LD1","L0271",3.38928631
"7700",18,"LD1","L0744",2.998057
"7701",18,"LD1","L1359",2.48088204
"7702",18,"LD1","L0994",0.97166454
"7703",18,"LD1","L0133",1.30038032
"7704",18,"LD1","L0424",1.63617093
"7705",18,"LD1","L0395",1.72104855
"7706",18,"LD1","L1071",2.23322814
"7707",18,"LD1","L0468",2.25139832
"7708",18,"LD1","L0894",1.51341061
"7709",18,"LD1","L0769",1.01276232
"7710",18,"LD1","L0163",1.55259606
"7711",18,"LD1","L0480",5.20672958
"7712",18,"LD1","L1351",2.50878967
"7713",18,"LD1","L1163",1.81081136
"7714",18,"LD1","L0180",2.23889869
"7715",18,"LD1","L0083",4.80520367
"7716",18,"LD1","L0474",1.69252055
"7717",18,"LD1","L0499",1.64552745
"7718",18,"LD1","L0458",1.73202382
"7719",18,"LD1","L0317",1.87840807
"7720",18,"LD1","L1164",4.79769299
"7721",18,"LD1","L0304",3.48553998
"7722",18,"LD1","L0310",1.22377355
"7723",18,"LD1","L0732",2.20118016
"7724",18,"LD1","L0619",3.00552894
"7725",18,"LD1","L0903",5.19529276
"7726",18,"LD1","L0062",1.77717532
"7727",18,"LD1","L0037",2.80190428
"7728",18,"LD1","L1240",2.13723584
"7729",18,"LD1","L0728",2.29527131
"7730",18,"LD1","L1067",2.91376323
"7731",18,"LD1","L0739",1.99281157
"7732",18,"LD1","L0636",1.96833729
"7733",18,"LD1","L1274",1.96296817
"7734",18,"LD1","L0667",2.81332502
"7735",18,"LD1","L1059",2.00031572
"7736",18,"LD1","L1113",4.38850636
"7737",18,"LD1","L0686",1.8169599
"7738",18,"LD1","L0246",3.40693591
"7739",18,"LD1","L0290",2.06810997
"7740",18,"LD1","L0571",2.24104444
"7741",18,"LD1","L0473",5.26647044
"7742",18,"LD1","L0257",1.95655964
"7743",18,"LD1","L0438",1.77469139
"7744",18,"LD1","L0847",3.27997541
"7745",18,"LD1","L0199",2.22013912
"7746",18,"LD1","L1169",1.99514597
"7747",18,"LD1","L0494",1.75044599
"7748",18,"LD1","L1120",2.13548508
"7749",18,"LD1","L0551",2.25781033
"7750",18,"LD1","L0421",5.06049448
"7751",18,"LD1","L0176",1.88308124
"7752",18,"LD1","L0765",1.88394771
"7753",18,"LD1","L0660",3.59671399
"7754",18,"LD1","L1202",2.73998595
"7755",18,"LD1","L0330",2.24070655
"7756",18,"LD1","L0554",2.11749422
"7757",18,"LD1","L0984",2.15137102
"7758",18,"LD1","L0738",1.67678007
"7759",18,"LD1","L1052",1.64539013
"7760",18,"LD1","L0208",1.72619528
"7761",18,"LD1","L0638",2.44132762
"7762",18,"LD1","L1373",1.89151487
"7763",18,"LD1","L0239",2.33146852
"7764",18,"LD1","L0347",2.36967175
"7765",18,"LD1","L1084",2.68527499
"7766",18,"LD1","L0854",3.7447032
"7767",18,"LD1","L0148",1.61536492
"7768",18,"LD1","L0231",2.73105178
"7769",18,"LD1","L0577",2.74411791
"7770",18,"LD1","L0650",5.63982465
"7771",18,"LD1","L0428",1.76002796
"7772",18,"LD1","L1083",1.56414246
"7773",18,"LD1","L1337",1.14157924
"7774",18,"LD1","L0414",2.60742929
"7775",18,"LD1","L0361",1.88758578
"7776",18,"LD1","L0216",2.32458609
"7777",18,"LD1","L0533",1.3929833
"7778",18,"LD1","L1069",2.17896795
"7779",18,"LD1","L0986",3.07928132
"7780",18,"LD1","L0207",2.58159322
"7781",18,"LD1","L1049",1.67240256
"7782",18,"LD1","L1073",1.83454943
"7783",18,"LD1","L0104",3.24676281
"7784",18,"LD1","L0368",1.27648248
"7785",18,"LD1","L0612",1.84721047
"7786",18,"LD1","L0178",3.13540322
"7787",18,"LD1","L0579",1.9621771
"7788",18,"LD1","L1367",2.78526718
"7789",18,"LD1","L1275",2.9219598
"7790",18,"LD1","L1014",1.75045902
"7791",18,"LD1","L1209",1.30918173
"7792",18,"LD1","L1257",4.63184496
"7793",18,"LD1","L0545",1.7190868
"7794",18,"LD1","L0186",5.62411009
"7795",18,"LD1","L0221",2.34020314
"7796",18,"LD1","L0607",2.97031304
"7797",18,"LD1","L1201",1.77999092
"7798",18,"LD1","L0385",2.56965195
"7799",18,"LD1","L0255",0.79370083
"7800",18,"LD1","L0039",1.88480446
"7801",18,"LD1","L0690",3.54551655
"7802",18,"LD1","L0397",5.09855561
"7803",18,"LD1","L0771",3.44777378
"7804",18,"LD1","L1302",4.28450361
"7805",18,"LD1","L1180",2.94135461
"7806",18,"LD1","L0711",3.17063451
"7807",18,"LD1","L1179",1.51862563
"7808",18,"LD1","L0064",2.01765464
"7809",18,"LD1","L0881",2.23499115
"7810",18,"LD1","L0899",1.86976058
"7811",18,"LD1","L0981",5.49800523
"7812",18,"LD1","L0119",2.02053197
"7813",18,"LD1","L0527",1.82011935
"7814",18,"LD1","L0258",2.34853024
"7815",18,"LD1","L0344",1.36669931
"7816",18,"LD1","L0580",2.20970565
"7817",18,"LD1","L0107",1.85236881
"7818",18,"LD1","L0213",1.59618778
"7819",18,"LD1","L0683",1.55172434
"7820",18,"LD1","L1021",1.7379206
"7821",18,"LD1","L0856",2.18419582
"7822",18,"LD1","L0233",1.35403329
"7823",18,"LD1","L1050",2.11270511
"7824",18,"LD1","L1034",2.29908153
"7825",18,"LD1","L1293",1.66131292
"7826",18,"LD1","L0241",1.97282727
"7827",18,"LD1","L0861",1.21833809
"7828",18,"LD1","L0340",1.6455997
"7829",18,"LD1","L0979",1.78477376
"7830",18,"LD1","L0472",1.55533833
"7831",18,"LD1","L1309",1.5679371
"7832",18,"LD1","L0625",2.35366181
"7833",18,"LD1","L1358",2.22619964
"7834",18,"LD1","L1138",1.48963629
"7835",18,"LD1","L0008",2.17373904
"7836",18,"LD1","L0670",1.72992905
"7837",18,"LD1","L0758",3.50138001
"7838",18,"LD1","L0470",1.59384656
"7839",18,"LD1","L0779",1.9758507
"7840",18,"LD1","L0642",5.20175872
"7841",18,"LD1","L1365",1.74790379
"7842",18,"LD1","L0574",1.9623329
"7843",18,"LD1","L0308",1.77698643
"7844",18,"LD1","L0138",2.06176323
"7845",18,"LD1","L1190",1.54467157
"7846",18,"LD1","L1184",1.78399778
"7847",18,"LD1","L0791",1.70522199
"7848",18,"LD1","L0005",3.1493651
"7849",18,"LD1","L1152",5.53706546
"7850",18,"LD1","L0370",5.09754923
"7851",18,"LD1","L0404",1.99285762
"7852",18,"LD1","L0059",1.86557264
"7853",18,"LD1","L0603",1.64697165
"7854",18,"LD1","L0451",1.69566689
"7855",18,"LD1","L0822",4.51238483
"7856",18,"LD1","L0335",1.90530387
"7857",18,"LD1","L0855",1.96222973
"7858",18,"LD1","L1335",1.68381685
"7859",18,"LD1","L0952",3.48688882
"7860",18,"LD1","L0939",3.6712463
"7861",18,"LD1","L0848",1.20887946
"7862",18,"LD1","L0453",3.19865334
"7863",18,"LD1","L1291",1.70884374
"7864",18,"LD1","L0568",2.05353458
"7865",18,"LD1","L0628",1.81572888
"7866",18,"LD1","L0426",1.04418998
"7867",18,"LD1","L0437",2.10236326
"7868",18,"LD1","L0587",1.0733493
"7869",18,"LD1","L0553",0.92290881
"7870",18,"LD1","L0914",1.86172648
"7871",18,"LD1","L0970",5.56855869
"7872",18,"LD1","L0326",2.41312273
"7873",18,"LD1","L0750",1.54631308
"7874",18,"LD1","L0688",1.73654431
"7875",18,"LD1","L1119",2.28574078
"7876",18,"LD1","L1218",2.03140487
"7877",18,"LD1","L0175",2.69888454
"7878",18,"LD1","L0931",2.66146716
"7879",18,"LD1","L0476",2.97524393
"7880",18,"LD1","L0170",1.65201146
"7881",18,"LD1","L0947",2.9820895
"7882",18,"LD1","L0018",1.73213752
"7883",18,"LD1","L0971",1.67427722
"7884",18,"LD1","L0633",2.90963901
"7885",18,"LD1","L0282",1.98918157
"7886",18,"LD1","L1271",0.87357107
"7887",18,"LD1","L0977",1.37945004
"7888",18,"LD1","L1046",2.25639987
"7889",18,"LD1","L0383",2.18354924
"7890",18,"LD1","L0661",1.98476436
"7891",18,"LD1","L0078",1.93536951
"7892",18,"LD1","L1044",1.84507773
"7893",18,"LD1","L0449",2.89282023
"7894",18,"LD1","L0626",1.59579752
"7895",18,"LD1","L0372",4.74007488
"7896",18,"LD1","L1215",1.99241712
"7897",18,"LD1","L0328",1.76212395
"7898",18,"LD1","L0836",1.76566455
"7899",18,"LD1","L1261",1.68818606
"7900",18,"LD1","L0753",1.67287121
"7901",18,"LD1","L0507",1.61878227
"7902",18,"LD1","L1075",2.36681973
"7903",18,"LD1","L0890",1.63725617
"7904",18,"LD1","L1007",1.85725945
"7905",18,"LD1","L1055",1.29943478
"7906",18,"LD1","L0541",2.41319547
"7907",18,"LD1","L0491",1.91335698
"7908",18,"LD1","L0444",4.0846682
"7909",18,"LD1","L1243",1.81832975
"7910",18,"LD1","L0016",2.35060229
"7911",18,"LD1","L0303",2.0731837
"7912",18,"LD1","L0820",1.75153378
"7913",18,"LD1","L0685",1.92594478
"7914",18,"LD1","L0021",1.82646783
"7915",18,"LD1","L0594",2.14793092
"7916",18,"LD1","L0040",2.65583636
"7917",18,"LD1","L1332",2.07258595
"7918",18,"LD1","L0483",2.92675782
"7919",18,"LD1","L0123",2.46438674
"7920",18,"LD1","L1234",1.40442406
"7921",18,"LD1","L0731",1.83133911
"7922",18,"LD1","L0023",2.53174876
"7923",18,"LD1","L0909",1.66949268
"7924",18,"LD1","L0408",1.75207602
"7925",18,"LD1","L0975",1.827611
"7926",18,"LD1","L1129",1.85970869
"7927",18,"LD1","L0582",4.29649719
"7928",18,"LD1","L0441",1.61165848
"7929",18,"LD1","L1013",5.33946682
"7930",18,"LD1","L1269",1.45917506
"7931",18,"LD1","L0907",1.99648806
"7932",18,"LD1","L1366",1.80921035
"7933",18,"LD1","L0850",1.65832632
"7934",18,"LD1","L0251",1.77676493
"7935",18,"LD1","L1199",2.30377096
"7936",18,"LD1","L0576",1.95160049
"7937",18,"LD1","L1116",1.72946475
"7938",18,"LD1","L0315",1.84196624
"7939",18,"LD1","L1035",1.38297466
"7940",18,"LD1","L0486",1.79455642
"7941",18,"LD1","L0530",2.94564441
"7942",18,"LD1","L0645",1.96916247
"7943",18,"LD1","L0957",4.9030286
"7944",18,"LD1","L0102",1.5803957
"7945",18,"LD1","L1284",2.00676294
"7946",18,"LD1","L0695",2.13093048
"7947",18,"LD1","L0926",1.63206767
"7948",18,"LD1","L0828",2.7037863
"7949",18,"LD1","L0319",1.88059611
"7950",18,"LD1","L0168",2.11726478
"7951",18,"LD1","L0413",1.88647096
"7952",18,"LD1","L0497",1.27659753
"7953",18,"LD1","L1315",2.19814018
"7954",18,"LD1","L0212",1.45220994
"7955",18,"LD1","L0151",2.94651621
"7956",18,"LD1","L0366",1.6713889
"7957",18,"LD1","L0025",1.63380101
"7958",18,"LD1","L1195",1.48880429
"7959",18,"LD1","L0443",2.5396048
"7960",18,"LD1","L0332",1.820159
"7961",18,"LD1","L0095",1.97700847
"7962",18,"LD1","L1288",1.54492168
"7963",18,"LD1","L0198",1.8645368
"7964",18,"LD1","L0376",1.70252854
"7965",18,"LD1","L0024",2.7110597
"7966",18,"LD1","L0962",1.55024535
"7967",18,"LD1","L0447",2.22523191
"7968",18,"LD1","L0721",2.92632415
"7969",18,"LD1","L0137",2.38939307
"7970",18,"LD1","L0044",0.77104731
"7971",18,"LD1","L0236",1.88681657
"7972",18,"LD1","L0467",1.97180898
"7973",18,"LD1","L0220",2.1770793
"7974",18,"LD1","L1298",1.70143151
"7975",18,"LD1","L1308",1.92834033
"7976",18,"LD1","L1224",1.70551711
"7977",18,"LD1","L1170",2.07695897
"7978",18,"LD1","L1226",2.55373468
"7979",18,"LD1","L0157",1.83872773
"7980",18,"LD1","L0597",2.14743587
"7981",18,"LD1","L0067",2.12685333
"7982",18,"LD1","L1002",1.8324049
"7983",18,"LD1","L0535",4.29713843
"7984",18,"LD1","L0693",2.19466212
"7985",18,"LD1","L0479",2.29943317
"7986",18,"LD1","L0033",2.07624534
"7987",18,"LD1","L0839",2.08130756
"7988",18,"LD1","L0821",1.73392344
"7989",18,"LD1","L0132",1.89199777
"7990",18,"LD1","L1325",2.44823573
"7991",18,"LD1","L0280",2.47271241
"7992",18,"LD1","L1189",0.89571695
"7993",18,"LD1","L0418",1.9033926
"7994",18,"LD1","L0143",2.79179246
"7995",18,"LD1","L0767",1.39995541
"7996",18,"LD1","L0678",2.69519716
"7997",18,"LD1","L0259",2.48334298
"7998",18,"LD1","L0908",1.31779517
"7999",18,"LD1","L0493",2.05198794
"8000",18,"LD1","L1350",2.40529241
"8001",18,"LD1","L0794",1.89501191
"8002",18,"LD1","L1040",1.76520836
"8003",18,"LD1","L0002",2.26747444
"8004",18,"LD1","L0610",2.37302141
"8005",18,"LD1","L0460",2.88102133
"8006",18,"LD1","L0487",1.87498201
"8007",18,"LD1","L1024",1.29192361
"8008",18,"LD1","L0879",2.38698618
"8009",18,"LD1","L0639",1.35283937
"8010",18,"LD1","L0393",2.35046857
"8011",18,"LD1","L0412",1.79820678
"8012",18,"LD1","L0830",1.79660935
"8013",18,"LD1","L1230",2.2773887
"8014",18,"LD1","L1371",1.86763248
"8015",18,"LD1","L0998",2.63679218
"8016",18,"LD1","L1343",2.14783625
"8017",18,"LD1","L0325",1.60543288
"8018",18,"LD1","L0698",1.98532812
"8019",18,"LD1","L0459",1.89336408
"8020",18,"LD1","L0898",2.07446803
"8021",18,"LD1","L0089",1.71967998
"8022",18,"LD1","L0940",1.80532701
"8023",18,"LD1","L0096",2.24810204
"8024",18,"LD1","L0014",0.97112102
"8025",18,"LD1","L0274",2.59392054
"8026",18,"LD1","L1236",2.24130131
"8027",18,"LD1","L0292",2.17022476
"8028",18,"LD1","L0485",4.81157033
"8029",18,"LD1","L1368",0.96769405
"8030",18,"LD1","L1214",2.25416973
"8031",18,"LD1","L0819",1.19157604
"8032",18,"LD1","L0592",1.44345662
"8033",18,"LD1","L0657",2.9089738
"8034",18,"LD1","L0031",2.61995193
"8035",18,"LD1","L0440",2.55334844
"8036",18,"LD1","L0632",2.5230416
"8037",18,"LD1","L0045",2.00954849
"8038",18,"LD1","L0061",3.10355032
"8039",18,"LD1","L1223",1.68683835
"8040",18,"LD1","L1085",1.76199242
"8041",18,"LD1","L0718",4.3180511
"8042",18,"LD1","L0599",1.96525777
"8043",18,"LD1","L1196",0.96926
"8044",18,"LD1","L0461",2.19983355
"8045",18,"LD1","L0919",2.25668768
"8046",18,"LD1","L0181",1.54270713
"8047",18,"LD1","L1256",1.39724823
"8048",18,"LD1","L0990",1.79703548
"8049",18,"LD1","L1029",2.17806468
"8050",18,"LD1","L1220",1.75100087
"8051",18,"LD1","L0054",1.83323344
"8052",18,"LD1","L0615",1.35067516
"8053",18,"LD1","L1225",2.8338322
"8054",18,"LD1","L0194",1.79017231
"8055",18,"LD1","L0959",2.77957344
"8056",18,"LD1","L1278",5.26546268
"8057",18,"LD1","L0983",2.89216887
"8058",18,"LD1","L1036",1.54210787
"8059",18,"LD1","L0878",2.11825751
"8060",18,"LD1","L0084",2.87593575
"8061",18,"LD1","L0266",0.83316986
"8062",18,"LD1","L1054",1.82495417
"8063",18,"LD1","L0409",3.58844705
"8064",18,"LD1","L1175",3.11324716
"8065",18,"LD1","L0723",1.78666833
"8066",18,"LD1","L0647",0.55095921
"8067",18,"LD1","L0030",2.73482697
"8068",18,"LD1","L0318",2.99728756
"8069",18,"LD1","L0944",1.77786854
"8070",18,"LD1","L1326",2.64849192
"8071",18,"LD1","L1039",1.75881097
"8072",18,"LD1","L0411",2.28650754
"8073",18,"LD1","L0475",4.30282432
"8074",18,"LD1","L0534",1.64747392
"8075",18,"LD1","L0140",1.92003922
"8076",18,"LD1","L1228",3.01937761
"8077",18,"LD1","L1333",3.3005929
"8078",18,"LD1","L0866",0.89844069
"8079",18,"LD1","L0536",1.54692048
"8080",18,"LD1","L0049",2.70514996
"8081",18,"LD1","L0517",2.27029377
"8082",18,"LD1","L0653",2.37242093
"8083",18,"LD1","L0114",1.84805943
"8084",18,"LD1","L1076",1.95050646
"8085",18,"LD1","L1006",5.18935144
"8086",18,"LD1","L0201",2.52950342
"8087",18,"LD1","L0829",1.31542925
"8088",18,"LD1","L1109",4.33163852
"8089",18,"LD1","L1147",1.39562388
"8090",18,"LD1","L1285",1.48122443
"8091",18,"LD1","L0611",1.29265496
"8092",18,"LD1","L0232",1.93830344
"8093",18,"LD1","L0249",1.81434937
"8094",18,"LD1","L0800",2.94675949
"8095",18,"LD1","L0121",2.13351453
"8096",18,"LD1","L0433",2.18180547
"8097",18,"LD1","L0600",2.99358471
"8098",18,"LD1","L1127",3.39243296
"8099",18,"LD1","L0891",1.84844468
"8100",18,"LD1","L1318",2.46010878
"8101",18,"LD1","L1123",2.07883616
"8102",18,"LD1","L0032",1.84817802
"8103",18,"LD1","L0772",1.66261819
"8104",18,"LD1","L0391",1.47483419
"8105",18,"LD1","L0011",1.92228462
"8106",18,"LD1","L0125",1.71172698
"8107",18,"LD1","L0269",1.93516267
"8108",18,"LD1","L0145",3.3958245
"8109",18,"LD1","L0900",2.37023337
"8110",18,"LD1","L0164",2.04107281
"8111",18,"LD1","L1124",2.32693943
"8112",18,"LD1","L0147",1.54065062
"8113",18,"LD1","L0278",1.98971101
"8114",18,"LD1","L0573",2.13470534
"8115",18,"LD1","L0687",2.06615434
"8116",18,"LD1","L1149",1.51515547
"8117",18,"LD1","L0710",1.93786943
"8118",18,"LD1","L1165",1.32899144
"8119",18,"LD1","L1057",1.5337469
"8120",18,"LD1","L0398",5.12082361
"8121",18,"LD1","L1254",2.9245678
"8122",18,"LD1","L0509",3.25842799
"8123",18,"LD1","L1357",1.80623675
"8124",18,"LD1","L0007",1.70616647
"8125",18,"LD1","L0260",2.36481335
"8126",18,"LD1","L0942",4.60849206
"8127",18,"LD1","L0837",1.56556358
"8128",18,"LD1","L0295",1.79227292
"8129",18,"LD1","L0466",1.97274394
"8130",18,"LD1","L0742",1.87542845
"8131",18,"LD1","L0777",1.84731984
"8132",18,"LD1","L0870",1.71089541
"8133",18,"LD1","L1338",1.65959409
"8134",18,"LD1","L0375",3.2921801
"8135",18,"LD1","L0724",1.71044523
"8136",18,"LD1","L0161",2.07744051
"8137",18,"LD1","L0103",2.0573578
"8138",18,"LD1","L0548",2.14513038
"8139",18,"LD1","L0792",1.9392219
"8140",18,"LD1","L1294",2.91421419
"8141",18,"LD1","L0275",2.80569544
"8142",18,"LD1","L0193",2.16920884
"8143",18,"LD1","L0285",3.58312801
"8144",18,"LD1","L0230",3.04494861
"8145",18,"LD1","L1166",2.62800488
"8146",18,"LD1","L0751",2.7894319
"8147",18,"LD1","L1355",2.12021942
"8148",18,"LD1","L0811",2.31062795
"8149",18,"LD1","L0384",1.53333204
"8150",18,"LD1","L0235",2.8986776
"8151",18,"LD1","L1182",2.92696442
"8152",18,"LD1","L0991",1.48482057
"8153",18,"LD1","L1193",3.81653303
"8154",18,"LD1","L1200",1.50629747
"8155",18,"LD1","L0787",1.90735743
"8156",18,"LD1","L0713",1.32916162
"8157",18,"LD1","L1362",2.07625301
"8158",18,"LD1","L0630",1.69937247
"8159",18,"LD1","L1354",1.87284614
"8160",18,"LD1","L0265",1.9057683
"8161",18,"LD1","L0906",2.35095733
"8162",18,"LD1","L1016",1.4091749
"8163",18,"LD1","L0736",1.85578947
"8164",18,"LD1","L1079",2.11483756
"8165",18,"LD1","L0009",3.37513975
"8166",18,"LD1","L0812",3.43061646
"8167",18,"LD1","L1331",1.75483729
"8168",18,"LD1","L1031",1.87249108
"8169",18,"LD1","L0329",1.62100437
"8170",18,"LD1","L0488",1.73400686
"8171",18,"LD1","L0334",1.66690121
"8172",18,"LD1","L0759",3.06303618
"8173",18,"LD1","L0862",1.94392074
"8174",18,"LD1","L0928",2.55553493
"8175",18,"LD1","L0273",1.86442286
"8176",18,"LD1","L0301",1.93125926
"8177",18,"LD1","L0253",1.99651761
"8178",18,"LD1","L0229",1.12304183
"8179",18,"LD1","L0442",2.31028549
"8180",18,"LD1","L0648",3.05561241
"8181",18,"LD1","L1263",1.60212499
"8182",18,"LD1","L1360",2.46434091
"8183",18,"LD1","L1222",1.82631921
"8184",18,"LD1","L1106",1.99959713
"8185",18,"LD1","L0079",2.62265219
"8186",18,"LD1","L1090",1.70063043
"8187",18,"LD1","L1080",2.32843749
"8188",18,"LD1","L0006",5.07756438
"8189",18,"LD1","L1098",2.69221539
"8190",18,"LD1","L0946",2.25818057
"8191",18,"LD1","L0933",1.78221478
"8192",18,"LD1","L0833",2.03259557
"8193",18,"LD1","L0627",1.32170428
"8194",18,"LD1","L1282",2.9632072
"8195",18,"LD1","L0989",4.18405877
"8196",18,"LD1","L0842",1.56584269
"8197",18,"LD1","L0635",2.50334546
"8198",18,"LD1","L1003",1.5131676
"8199",18,"LD1","L0192",1.16041398
"8200",18,"LD1","L0429",1.63779431
"8201",18,"LD1","L0605",1.71574869
"8202",18,"LD1","L0814",3.12550152
"8203",18,"LD1","L1320",1.92489825
"8204",18,"LD1","L0671",2.2875583
"8205",18,"LD1","L1211",1.4371084
"8206",18,"LD1","L0401",2.03425428
"8207",18,"LD1","L0808",1.74849751
"8208",18,"LD1","L0053",2.44342539
"8209",18,"LD1","L1370",1.72800461
"8210",18,"LD1","L1153",1.8612641
"8211",18,"LD1","L1272",4.34111064
"8212",18,"LD1","L0311",1.89066632
"8213",18,"LD1","L0703",2.40750585
"8214",18,"LD1","L0378",2.57503386
"8215",18,"LD1","L0189",1.89569704
"8216",18,"LD1","L0286",1.53739436
"8217",18,"LD1","L0203",3.43761077
"8218",18,"LD1","L0060",1.91853688
"8219",18,"LD1","L1242",1.55288715
"8220",18,"LD1","L0606",2.68596485
"8221",18,"LD1","L0337",2.41607591
"8222",18,"LD1","L0662",4.32712556
"8223",18,"LD1","L1227",0.38102063
"8224",18,"LD1","L0575",1.84236844
"8225",18,"LD1","L0849",2.59747208
"8226",18,"LD1","L0564",1.46941464
"8227",18,"LD1","L0190",1.46006881
"8228",18,"LD1","L0780",2.00869956
"8229",18,"LD1","L0852",1.90772016
"8230",18,"LD1","L1330",1.74514087
"8231",18,"LD1","L0845",2.01380592
"8232",18,"LD1","L1105",2.11799547
"8233",18,"LD1","L1097",1.8854055
"8234",18,"LD1","L0118",1.68522709
"8235",18,"LD1","L1353",3.89878546
"8236",18,"LD1","L0672",2.26904935
"8237",18,"LD1","L0209",2.03354884
"8238",18,"LD1","L0484",2.09796877
"8239",18,"LD1","L1099",1.72902199
"8240",18,"LD1","L0496",2.58837999
"8241",18,"LD1","L0656",1.72392442
"8242",18,"LD1","L0846",1.86497569
"8243",18,"LD1","L0356",1.84034475
"8244",18,"LD1","L0877",4.704402
"8245",18,"LD1","L0171",2.47779026
"8246",18,"LD1","L0324",2.30874865
"8247",18,"LD1","L0416",2.59189036
"8248",18,"LD1","L0225",1.52594943
"8249",18,"LD1","L0300",1.68098901
"8250",18,"LD1","L1251",3.9363895
"8251",18,"LD1","L0885",1.40200544
"8252",18,"LD1","L0279",2.88389338
"8253",18,"LD1","L0876",1.69839319
"8254",18,"LD1","L0717",2.36010488
"8255",18,"LD1","L0073",1.84365303
"8256",18,"LD1","L0360",1.91205778
"8257",18,"LD1","L0675",1.07406126
"8258",18,"LD1","L0936",1.38691291
"8259",18,"LD1","L0223",2.57190415
"8260",18,"LD1","L0390",1.77445614
"8261",18,"LD1","L0020",1.85146253
"8262",18,"LD1","L0185",2.46512008
"8263",18,"LD1","L0158",3.31229886
"8264",18,"LD1","L1265",3.24232199
"8265",18,"LD1","L0883",1.2657563
